#curie_map:					
"#  NCIT: ""http://purl.obolibrary.org/obo/NCIT_"""					
"#  UBERON: ""http://purl.obolibrary.org/obo/UBERON_"""					
"#  owl: ""http://www.w3.org/2002/07/owl#"""					
subject_id	subject_label	predicate_id	predicate_label	object_id	object_label
NCIT:C32492	Efferent Duct	owl:equivalentClass	equivalent to	UBERON:0006946	efferent duct
NCIT:C32493	Ejaculatory Duct	owl:equivalentClass	equivalent to	UBERON:0000999	ejaculatory duct
NCIT:C32494	Elastic Cartilage	owl:equivalentClass	equivalent to	UBERON:0001996	elastic cartilage tissue
NCIT:C32497	Elbow Joint	owl:equivalentClass	equivalent to	UBERON:0001490	elbow joint
NCIT:C52755	Elbow Skin	owl:equivalentClass	equivalent to	UBERON:0001517	skin of elbow
NCIT:C28147	Embryo	owl:equivalentClass	equivalent to	UBERON:0000922	embryo
NCIT:C34148	Embryonic Cardiovascular System	owl:equivalentClass	equivalent to	UBERON:0011695	embryonic cardiovascular system
NCIT:C13229	Embryonic Structure	owl:equivalentClass	equivalent to	UBERON:0002050	embryonic structure
NCIT:C12950	Embryonic Tissue	owl:equivalentClass	equivalent to	UBERON:0005291	embryonic tissue
NCIT:C32505	Enamel	owl:equivalentClass	equivalent to	UBERON:0001752	enamel
NCIT:C13004	Endocardium	owl:equivalentClass	equivalent to	UBERON:0002165	endocardium
NCIT:C12309	Endocervix	owl:equivalentClass	equivalent to	UBERON:0000458	endocervix
NCIT:C12704	Endocrine Gland	owl:equivalentClass	equivalent to	UBERON:0002368	endocrine gland
NCIT:C12705	Endocrine System	owl:equivalentClass	equivalent to	UBERON:0000949	endocrine system
NCIT:C12706	Endoderm	owl:equivalentClass	equivalent to	UBERON:0000925	endoderm
NCIT:C32513	Endolymph	owl:equivalentClass	equivalent to	UBERON:0001852	endolymph
NCIT:C32514	Endometrial Cavity	owl:equivalentClass	equivalent to	UBERON:0035465	endometrial cavity
NCIT:C32516	Endometrial Stroma	owl:equivalentClass	equivalent to	UBERON:0002337	endometrial stroma
NCIT:C12313	Endometrium	owl:equivalentClass	equivalent to	UBERON:0001295	endometrium
NCIT:C32517	Endomysium	owl:equivalentClass	equivalent to	UBERON:0011895	endomysium
NCIT:C32518	Endoneurium	owl:equivalentClass	equivalent to	UBERON:0000123	endoneurium
NCIT:C13183	Endosteum	owl:equivalentClass	equivalent to	UBERON:0009859	endosteum
NCIT:C12481	Endothelium	owl:equivalentClass	equivalent to	UBERON:0001986	endothelium
NCIT:C32522	Endothelium of the Glomerular Capillary	owl:equivalentClass	equivalent to	UBERON:0004294	glomerular capillary endothelium
NCIT:C52709	Enteric Ganglion	owl:equivalentClass	equivalent to	UBERON:0001809	enteric ganglion
NCIT:C97338	Entorhinal Cortex	owl:equivalentClass	equivalent to	UBERON:0002728	entorhinal cortex
NCIT:C13078	Ependyma	owl:equivalentClass	equivalent to	UBERON:0004670	ependyma
NCIT:C34164	Epiblast	owl:equivalentClass	equivalent to	UBERON:0002532	epiblast (generic)
NCIT:C13164	Epicardium	owl:equivalentClass	equivalent to	UBERON:0002348	epicardium
NCIT:C69300	Epicondyle	owl:equivalentClass	equivalent to	UBERON:0009978	epicondyle
NCIT:C32524	Epidermal Ridge	owl:equivalentClass	equivalent to	UBERON:0013487	epidermal ridge of digit
NCIT:C12708	Epidermis	owl:equivalentClass	equivalent to	UBERON:0001003	skin epidermis
NCIT:C12328	Epididymis	owl:equivalentClass	equivalent to	UBERON:0001301	epididymis
NCIT:C41449	Epidural Spinal Canal Space	owl:equivalentClass	equivalent to	UBERON:0003691	epidural space
NCIT:C52860	Epigastric Artery	owl:equivalentClass	equivalent to	UBERON:0006349	epigastric artery
NCIT:C53045	Epigastric Vein	owl:equivalentClass	equivalent to	UBERON:0006356	epigastric vein
NCIT:C32526	Epiglottic Cartilage	owl:equivalentClass	equivalent to	UBERON:0001742	epiglottic cartilage
NCIT:C12709	Epiglottis	owl:equivalentClass	equivalent to	UBERON:0000388	epiglottis
NCIT:C32527	Epimysium	owl:equivalentClass	equivalent to	UBERON:0011899	epimysium
NCIT:C32528	Epineurium	owl:equivalentClass	equivalent to	UBERON:0000124	epineurium
NCIT:C32529	Epiphysis of the Bone	owl:equivalentClass	equivalent to	UBERON:0001437	epiphysis
NCIT:C12457	Epithalamus	owl:equivalentClass	equivalent to	UBERON:0001899	epithalamus
NCIT:C12710	Epithelium	owl:equivalentClass	equivalent to	UBERON:0000483	epithelium
NCIT:C52902	Erector Spinae	owl:equivalentClass	equivalent to	UBERON:0002462	erector spinae muscle group
NCIT:C32535	Esophageal Artery	owl:equivalentClass	equivalent to	UBERON:0035539	esophageal artery
NCIT:C49221	Esophageal Epithelium	owl:equivalentClass	equivalent to	UBERON:0001976	epithelium of esophagus
NCIT:C49223	Esophageal Lamina Propria	owl:equivalentClass	equivalent to	UBERON:0001974	lamina propria of esophagus
NCIT:C32538	Esophageal Mucosa	owl:equivalentClass	equivalent to	UBERON:0002469	esophagus mucosa
NCIT:C32540	Esophageal Muscularis Mucosa	owl:equivalentClass	equivalent to	UBERON:0004648	esophagus muscularis mucosa
NCIT:C49222	Esophageal Squamous Epithelium	owl:equivalentClass	equivalent to	UBERON:0006920	esophagus squamous epithelium
NCIT:C12389	Esophagus	owl:equivalentClass	equivalent to	UBERON:0001043	esophagus
NCIT:C52555	Esophagus Secretion	owl:equivalentClass	equivalent to	UBERON:0004794	esophagus secretion
NCIT:C12711	Ethmoid Bone	owl:equivalentClass	equivalent to	UBERON:0001679	ethmoid bone
NCIT:C12276	Ethmoid Sinus	owl:equivalentClass	equivalent to	UBERON:0002453	ethmoid sinus
NCIT:C52855	Ethmoidal Artery	owl:equivalentClass	equivalent to	UBERON:0005193	ethmoidal artery
NCIT:C12712	Exocrine Gland	owl:equivalentClass	equivalent to	UBERON:0002365	exocrine gland
NCIT:C34062	Exocrine Gland Fluid or Secretion	owl:equivalentClass	equivalent to	UBERON:0000456	secretion of exocrine gland
NCIT:C32546	Exocrine Pancreas	owl:equivalentClass	equivalent to	UBERON:0000017	exocrine pancreas
NCIT:C12957	Exocrine System	owl:equivalentClass	equivalent to	UBERON:0002330	exocrine system
NCIT:C52911	Extensor Carpi Radialis Brevis	owl:equivalentClass	equivalent to	UBERON:0001525	extensor carpi radialis brevis muscle
NCIT:C52913	Extensor Carpi Radialis Longus	owl:equivalentClass	equivalent to	UBERON:0001524	extensor carpi radialis longus muscle
NCIT:C52914	Extensor Carpi Ulnaris	owl:equivalentClass	equivalent to	UBERON:0001526	extensor carpi ulnaris muscle
NCIT:C52916	Extensor Digitorum Communis	owl:equivalentClass	equivalent to	UBERON:0007612	extensor digitorum communis
NCIT:C52918	Extensor Digitorum Longus	owl:equivalentClass	equivalent to	UBERON:0001386	extensor digitorum longus
NCIT:C12498	External Acoustic Meatus	owl:equivalentClass	equivalent to	UBERON:0001352	external acoustic meatus
NCIT:C32548	External Anal Sphincter	owl:equivalentClass	equivalent to	UBERON:0001367	external anal sphincter
NCIT:C32551	External Carotid Artery	owl:equivalentClass	equivalent to	UBERON:0001070	external carotid artery
NCIT:C32552	External Carotid Artery Branch	owl:equivalentClass	equivalent to	UBERON:0035398	branch of external carotid artery
NCIT:C32554	External Cuneiform Bone of the Foot	owl:equivalentClass	equivalent to	UBERON:0001454	distal tarsal bone 3
NCIT:C12292	External Ear	owl:equivalentClass	equivalent to	UBERON:0001691	external ear
NCIT:C49225	External Ear Cartilage	owl:equivalentClass	equivalent to	UBERON:0001867	cartilage of external ear
NCIT:C32558	External Iliac Artery	owl:equivalentClass	equivalent to	UBERON:0001308	external iliac artery
NCIT:C88143	External Iliac Lymph Node	owl:equivalentClass	equivalent to	UBERON:0015880	external iliac lymph node
NCIT:C32560	External Iliac Vein	owl:equivalentClass	equivalent to	UBERON:0001316	external iliac vein
NCIT:C32561	External Intercostal Muscle	owl:equivalentClass	equivalent to	UBERON:0005441	external intercostal muscle
NCIT:C32562	External Jugular Vein	owl:equivalentClass	equivalent to	UBERON:0001101	external jugular vein
NCIT:C32566	External Nose	owl:equivalentClass	equivalent to	UBERON:0007827	external nose
NCIT:C34055	Extraembryonic Structure	owl:equivalentClass	equivalent to	UBERON:0000478	extraembryonic structure
NCIT:C32573	Extrahepatic Bile Duct	owl:equivalentClass	equivalent to	UBERON:0003703	extrahepatic bile duct
NCIT:C43618	Extrahepatic Bile Duct Epithelium	owl:equivalentClass	equivalent to	UBERON:0004822	extrahepatic bile duct epithelium
NCIT:C92208	Extraperitoneal Space	owl:equivalentClass	equivalent to	UBERON:0014456	extraperitoneal space
NCIT:C38630	Extremity Part	owl:equivalentClass	equivalent to	UBERON:0002529	limb segment
NCIT:C12401	Eye	owl:equivalentClass	equivalent to	UBERON:0000019	camera-type eye
NCIT:C32574	Eye Appendage	owl:equivalentClass	equivalent to	UBERON:0035639	ocular adnexa
NCIT:C135172	Eye Fundus	owl:equivalentClass	equivalent to	UBERON:0003951	ocular fundus
NCIT:C32575	Eyebrow	owl:equivalentClass	equivalent to	UBERON:0010163	eyebrow
NCIT:C32576	Eyelash	owl:equivalentClass	equivalent to	UBERON:0001702	eyelash
NCIT:C12713	Eyelid	owl:equivalentClass	equivalent to	UBERON:0001711	eyelid
NCIT:C49482	Eyelid Connective Tissue	owl:equivalentClass	equivalent to	UBERON:0003581	eyelid connective tissue
NCIT:C52803	Eyelid Muscle	owl:equivalentClass	equivalent to	UBERON:0003660	eyelid muscle
NCIT:C52718	Eyelid Skin	owl:equivalentClass	equivalent to	UBERON:0001457	skin of eyelid
NCIT:C49226	Eyelid Subcutaneous Connective Tissue	owl:equivalentClass	equivalent to	UBERON:0009648	eyelid subcutaneous connective tissue
NCIT:C13071	Face	owl:equivalentClass	equivalent to	UBERON:0001456	face
NCIT:C32578	Facial Artery	owl:equivalentClass	equivalent to	UBERON:0001612	facial artery
NCIT:C63706	Facial Bone	owl:equivalentClass	equivalent to	UBERON:0003462	facial bone
NCIT:C13073	Facial Muscle	owl:equivalentClass	equivalent to	UBERON:0001577	facial muscle
NCIT:C12714	Facial Nerve	owl:equivalentClass	equivalent to	UBERON:0001647	facial nerve
NCIT:C32579	Facial Vein	owl:equivalentClass	equivalent to	UBERON:0001653	facial vein
NCIT:C32582	Falciform Ligament	owl:equivalentClass	equivalent to	UBERON:0001247	falciform ligament
NCIT:C12403	Fallopian Tube	owl:equivalentClass	equivalent to	UBERON:0003889	fallopian tube
NCIT:C32584	Falx Cerebelli	owl:equivalentClass	equivalent to	UBERON:0035425	falx cerebelli
NCIT:C12890	Falx Cerebri	owl:equivalentClass	equivalent to	UBERON:0006059	falx cerebri
NCIT:C13108	Fascia	owl:equivalentClass	equivalent to	UBERON:0008982	fascia
NCIT:C32585	Fascia Lata	owl:equivalentClass	equivalent to	UBERON:0003669	fascia lata
NCIT:C13234	Feces	owl:equivalentClass	equivalent to	UBERON:0001988	feces
NCIT:C32590	Female Prepuce	owl:equivalentClass	equivalent to	UBERON:0005299	prepuce of clitoris
NCIT:C12402	Female Reproductive System	owl:equivalentClass	equivalent to	UBERON:0000474	female reproductive system
NCIT:C32591	Female Urethra	owl:equivalentClass	equivalent to	UBERON:0001334	female urethra
NCIT:C12715	Femoral Artery	owl:equivalentClass	equivalent to	UBERON:0002060	femoral artery
NCIT:C114186	Femoral Condyle	owl:equivalentClass	equivalent to	UBERON:0009980	condyle of femur
NCIT:C61563	Femoral Neck	owl:equivalentClass	equivalent to	UBERON:0007119	neck of femur
NCIT:C52816	Femoral Nerve	owl:equivalentClass	equivalent to	UBERON:0001267	femoral nerve
NCIT:C96209	Femoral Shaft	owl:equivalentClass	equivalent to	UBERON:0006862	diaphysis of femur
NCIT:C12716	Femoral Vein	owl:equivalentClass	equivalent to	UBERON:0001361	femoral vein
NCIT:C12717	Femur	owl:equivalentClass	equivalent to	UBERON:0000981	femur
NCIT:C32593	Fenestra Ovalis	owl:equivalentClass	equivalent to	UBERON:0002501	oval window
NCIT:C32594	Fenestra Rotunda	owl:equivalentClass	equivalent to	UBERON:0002502	round window of inner ear
NCIT:C32595	Fenestrated Capillary	owl:equivalentClass	equivalent to	UBERON:2005260	fenestrated capillary
NCIT:C13235	Fetus	owl:equivalentClass	equivalent to	UBERON:0000323	late embryo
NCIT:C32599	Fibrocartilage	owl:equivalentClass	equivalent to	UBERON:0001995	fibrocartilage
NCIT:C12718	Fibula	owl:equivalentClass	equivalent to	UBERON:0001446	fibula
NCIT:C120670	Fibular Shaft	owl:equivalentClass	equivalent to	UBERON:0013279	diaphysis of fibula
NCIT:C34174	Fifth Pharyngeal Pouch	owl:equivalentClass	equivalent to	UBERON:0007126	pharyngeal pouch 5
NCIT:C32604	Filiform Papilla	owl:equivalentClass	equivalent to	UBERON:0002467	filiform papilla
NCIT:C32608	Finger	owl:equivalentClass	equivalent to	UBERON:0002389	manual digit
NCIT:C32609	Fingernail	owl:equivalentClass	equivalent to	UBERON:0009565	nail of manual digit
NCIT:C34175	First Pharyngeal Arch	owl:equivalentClass	equivalent to	UBERON:0004362	pharyngeal arch 1
NCIT:C34176	First Pharyngeal Pouch	owl:equivalentClass	equivalent to	UBERON:0007122	pharyngeal pouch 1
NCIT:C32280	Fissure of Rolando	owl:equivalentClass	equivalent to	UBERON:0002916	central sulcus
NCIT:C32615	Fissure of Sylvius	owl:equivalentClass	equivalent to	UBERON:0002721	lateral sulcus
NCIT:C32616	Flat Bone	owl:equivalentClass	equivalent to	UBERON:0010428	flat bone
NCIT:C53155	Flexor Carpi Radialis	owl:equivalentClass	equivalent to	UBERON:0001521	flexor carpi radialis muscle
NCIT:C53156	Flexor Carpi Ulnaris	owl:equivalentClass	equivalent to	UBERON:0001522	flexor carpi ulnaris muscle
NCIT:C52921	Flexor Digitorum Longus	owl:equivalentClass	equivalent to	UBERON:0001666	flexor digitorum longus
NCIT:C52923	Flexor Digitorum Profundus	owl:equivalentClass	equivalent to	UBERON:0001523	flexor digitorum profundus
NCIT:C52925	Flexor Hallucis Longus	owl:equivalentClass	equivalent to	UBERON:0001392	flexor hallucis longus
NCIT:C54187	Floor of Mouth	owl:equivalentClass	equivalent to	UBERON:0003679	mouth floor
NCIT:C32619	Foliate Papilla	owl:equivalentClass	equivalent to	UBERON:0002468	foliate papilla
NCIT:C32621	Fontanelle	owl:equivalentClass	equivalent to	UBERON:0002221	fontanelle
NCIT:C32622	Foot	owl:equivalentClass	equivalent to	UBERON:0002387	pes
NCIT:C13068	Foot Bone	owl:equivalentClass	equivalent to	UBERON:0005899	pes bone
NCIT:C52839	Foot Digit 1	owl:equivalentClass	equivalent to	UBERON:0003631	pedal digit 1
NCIT:C52778	Foot Digit 1 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003640	pedal digit 1 phalanx
NCIT:C52840	Foot Digit 2	owl:equivalentClass	equivalent to	UBERON:0003632	pedal digit 2
NCIT:C52779	Foot Digit 2 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003641	pedal digit 2 phalanx
NCIT:C52841	Foot Digit 3	owl:equivalentClass	equivalent to	UBERON:0003633	pedal digit 3
NCIT:C52780	Foot Digit 3 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003642	pedal digit 3 phalanx
NCIT:C52842	Foot Digit 4	owl:equivalentClass	equivalent to	UBERON:0003634	pedal digit 4
NCIT:C52781	Foot Digit 4 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003862	pedal digit 4 phalanx
NCIT:C52843	Foot Digit 5	owl:equivalentClass	equivalent to	UBERON:0003635	pedal digit 5
NCIT:C52782	Foot Digit 5 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003863	pedal digit 5 phalanx
NCIT:C52719	Foot Digit Skin	owl:equivalentClass	equivalent to	UBERON:0003530	pedal digit skin
NCIT:C53172	Foot Interosseous Muscle	owl:equivalentClass	equivalent to	UBERON:0006497	interosseous muscle of pes
NCIT:C52772	Foot Phalanx	owl:equivalentClass	equivalent to	UBERON:0001449	phalanx of pes
NCIT:C52750	Foot Skin	owl:equivalentClass	equivalent to	UBERON:0001513	skin of pes
NCIT:C12495	Foramen Magnum	owl:equivalentClass	equivalent to	UBERON:0003687	foramen magnum
NCIT:C34178	Foramen Primum	owl:equivalentClass	equivalent to	UBERON:0009149	foramen primum
NCIT:C34179	Foramen Secundum	owl:equivalentClass	equivalent to	UBERON:0006678	foramen secundum
NCIT:C32628	Forearm	owl:equivalentClass	equivalent to	UBERON:0002386	forelimb zeugopod
NCIT:C40185	Forebrain	owl:equivalentClass	equivalent to	UBERON:0001890	forebrain
NCIT:C34180	Foregut	owl:equivalentClass	equivalent to	UBERON:0001041	foregut
NCIT:C89803	Forehead	owl:equivalentClass	equivalent to	UBERON:0008200	forehead
NCIT:C34181	Fourth Pharyngeal Pouch	owl:equivalentClass	equivalent to	UBERON:0007125	pharyngeal pouch 4
NCIT:C12828	Fourth Ventricle	owl:equivalentClass	equivalent to	UBERON:0002422	fourth ventricle
NCIT:C49232	Fourth Ventricle Ependyma	owl:equivalentClass	equivalent to	UBERON:0004644	fourth ventricle ependyma
NCIT:C26463	Fovea Centralis	owl:equivalentClass	equivalent to	UBERON:0001786	fovea centralis
NCIT:C52856	Frontal Artery	owl:equivalentClass	equivalent to	UBERON:0012187	frontal artery
NCIT:C32635	Frontal Bone	owl:equivalentClass	equivalent to	UBERON:0000209	tetrapod frontal bone
NCIT:C32636	Frontal Gyrus	owl:equivalentClass	equivalent to	UBERON:0015593	frontal gyrus
NCIT:C32637	Frontal Horn of the Lateral Ventricle	owl:equivalentClass	equivalent to	UBERON:0002651	anterior horn of lateral ventricle
NCIT:C12352	Frontal Lobe	owl:equivalentClass	equivalent to	UBERON:0016525	frontal lobe
NCIT:C32638	Frontal Nerve	owl:equivalentClass	equivalent to	UBERON:0000942	frontal nerve (branch of ophthalmic)
NCIT:C126737	Frontal Pole	owl:equivalentClass	equivalent to	UBERON:0002795	frontal pole
NCIT:C12277	Frontal Sinus	owl:equivalentClass	equivalent to	UBERON:0001760	frontal sinus
NCIT:C32639	Frontal Sulcus	owl:equivalentClass	equivalent to	UBERON:0014639	frontal sulcus
NCIT:C34182	Frontonasal Prominence	owl:equivalentClass	equivalent to	UBERON:0004066	frontonasal prominence
NCIT:C12257	Fundus of the Stomach	owl:equivalentClass	equivalent to	UBERON:0001160	fundus of stomach
NCIT:C32644	Fungiform Papilla	owl:equivalentClass	equivalent to	UBERON:0002448	fungiform papilla
NCIT:C12377	Gallbladder	owl:equivalentClass	equivalent to	UBERON:0002110	gall bladder
NCIT:C32647	Gallbladder Body	owl:equivalentClass	equivalent to	UBERON:0035536	body of gallbladder
NCIT:C49227	Gallbladder Epithelium	owl:equivalentClass	equivalent to	UBERON:0002029	epithelium of gall bladder
NCIT:C32648	Gallbladder Fundus	owl:equivalentClass	equivalent to	UBERON:0006081	fundus of gallbladder
NCIT:C49228	Gallbladder Lamina Propria	owl:equivalentClass	equivalent to	UBERON:0004781	gall bladder lamina propria
NCIT:C32649	Gallbladder Neck	owl:equivalentClass	equivalent to	UBERON:0035267	neck of gallbladder
NCIT:C49483	Gallbladder Smooth Muscle Tissue	owl:equivalentClass	equivalent to	UBERON:0004240	gall bladder smooth muscle
NCIT:C12719	Ganglion	owl:equivalentClass	equivalent to	UBERON:0000045	ganglion
NCIT:C32652	Ganglion Cell Layer	owl:equivalentClass	equivalent to	UBERON:0001792	ganglionic layer of retina
NCIT:C12256	Gastric Cardia	owl:equivalentClass	equivalent to	UBERON:0001162	cardia of stomach
NCIT:C92222	Gastric Lymph Node	owl:equivalentClass	equivalent to	UBERON:0015863	gastric lymph node
NCIT:C32656	Gastric Mucosa	owl:equivalentClass	equivalent to	UBERON:0001199	mucosa of stomach
NCIT:C32658	Gastric Muscularis Mucosa	owl:equivalentClass	equivalent to	UBERON:0001203	muscularis mucosae of stomach
NCIT:C32659	Gastric Pit	owl:equivalentClass	equivalent to	UBERON:0000424	gastric pit
NCIT:C32660	Gastric Rugae	owl:equivalentClass	equivalent to	UBERON:0008791	rugal fold of stomach
NCIT:C32661	Gastric Secretion	owl:equivalentClass	equivalent to	UBERON:0001971	gastric juice
NCIT:C32663	Gastric Submucosa	owl:equivalentClass	equivalent to	UBERON:0001200	submucosa of stomach
NCIT:C32665	Gastric Vein	owl:equivalentClass	equivalent to	UBERON:0004450	gastric vein
NCIT:C32666	Gastrocnemius Muscle	owl:equivalentClass	equivalent to	UBERON:0001388	gastrocnemius
NCIT:C32667	Gastrocolic Ligament	owl:equivalentClass	equivalent to	UBERON:0035201	gastrocolic ligament
NCIT:C52857	Gastroepiploic Artery	owl:equivalentClass	equivalent to	UBERON:0009025	gastroepiploic artery
NCIT:C32669	Gastrointestinal Sphincter	owl:equivalentClass	equivalent to	UBERON:0011185	gastrointestinal sphincter
NCIT:C34082	Gastrointestinal Tract	owl:equivalentClass	equivalent to	UBERON:0001555	digestive tract
NCIT:C32670	Gastrophrenic Ligament	owl:equivalentClass	equivalent to	UBERON:0035498	gastrophrenic ligament
NCIT:C32671	Gastrosplenic Ligament	owl:equivalentClass	equivalent to	UBERON:0004686	gastro-splenic ligament
NCIT:C34057	Gastrula	owl:equivalentClass	equivalent to	UBERON:0004734	gastrula
NCIT:C12721	Geniculate Ganglion	owl:equivalentClass	equivalent to	UBERON:0001700	geniculate ganglion
NCIT:C52928	Genioglossus	owl:equivalentClass	equivalent to	UBERON:0001571	genioglossus muscle
NCIT:C52930	Geniohyoid	owl:equivalentClass	equivalent to	UBERON:0001565	geniohyoid muscle
NCIT:C25177	Genitalia	owl:equivalentClass	equivalent to	UBERON:0003133	reproductive organ
NCIT:C12810	Genitourinary System	owl:equivalentClass	equivalent to	UBERON:0004122	genitourinary system
NCIT:C32675	Genu of the Corpus Callosum	owl:equivalentClass	equivalent to	UBERON:0015599	genu of corpus callosum
NCIT:C13337	Germinal Center	owl:equivalentClass	equivalent to	UBERON:0010754	germinal center
NCIT:C32676	Germinal Epithelium	owl:equivalentClass	equivalent to	UBERON:0005890	gonad germinal epithelium
NCIT:C54105	Germinal Layer	owl:equivalentClass	equivalent to	UBERON:0000923	germ layer
NCIT:C32677	Gingiva	owl:equivalentClass	equivalent to	UBERON:0001828	gingiva
NCIT:C49239	Gingival Epithelium	owl:equivalentClass	equivalent to	UBERON:0001949	gingival epithelium
NCIT:C114645	Gingival Sulcus	owl:equivalentClass	equivalent to	UBERON:0008805	gingival groove
NCIT:C13319	Gland	owl:equivalentClass	equivalent to	UBERON:0002530	gland
NCIT:C32678	Gland of Krause	owl:equivalentClass	equivalent to	UBERON:0011186	Krause's gland
NCIT:C43370	Glandular Epithelium	owl:equivalentClass	equivalent to	UBERON:0006799	glandular epithelium
NCIT:C32681	Glans Clitoris	owl:equivalentClass	equivalent to	UBERON:0006653	glans clitoris
NCIT:C12324	Glans Penis	owl:equivalentClass	equivalent to	UBERON:0001299	glans penis
NCIT:C32682	Glenoid Fossa	owl:equivalentClass	equivalent to	UBERON:0006657	glenoid fossa
NCIT:C12449	Globus Pallidus	owl:equivalentClass	equivalent to	UBERON:0001875	globus pallidus
NCIT:C32683	Glomerular Basement Membrane	owl:equivalentClass	equivalent to	UBERON:0005777	glomerular basement membrane
NCIT:C32684	Glomerular Capillary	owl:equivalentClass	equivalent to	UBERON:0004212	glomerular capillary
NCIT:C12723	Glossopharyngeal Nerve	owl:equivalentClass	equivalent to	UBERON:0001649	glossopharyngeal nerve
NCIT:C12724	Glottis	owl:equivalentClass	equivalent to	UBERON:0002486	glottis
NCIT:C78205	Gluteal Muscle	owl:equivalentClass	equivalent to	UBERON:0002000	gluteal muscle
NCIT:C52560	Gluteus Maximus	owl:equivalentClass	equivalent to	UBERON:0001370	gluteus maximus
NCIT:C52933	Gluteus Medius	owl:equivalentClass	equivalent to	UBERON:0001371	gluteus medius
NCIT:C13826	Golgi Tendon Organ	owl:equivalentClass	equivalent to	UBERON:0004012	golgi tendon organ
NCIT:C12725	Gonad	owl:equivalentClass	equivalent to	UBERON:0000991	gonad
NCIT:C34183	Gonadal Cord	owl:equivalentClass	equivalent to	UBERON:0005295	sex cord
NCIT:C34184	Gonadal Ridge	owl:equivalentClass	equivalent to	UBERON:0005294	gonadal ridge
NCIT:C52935	Gracilis	owl:equivalentClass	equivalent to	UBERON:0000950	gracilis
NCIT:C49138	Granular Layer of the Cerebellum	owl:equivalentClass	equivalent to	UBERON:0002956	granular layer of cerebellar cortex
NCIT:C32695	Gray Matter	owl:equivalentClass	equivalent to	UBERON:0002020	gray matter
NCIT:C32696	Gray Matter of the Spinal Cord	owl:equivalentClass	equivalent to	UBERON:0002315	gray matter of spinal cord
NCIT:C12879	Great Cardiac Vein	owl:equivalentClass	equivalent to	UBERON:0006958	great vein of heart
NCIT:C33855	Great Cerebral Vein of Galen	owl:equivalentClass	equivalent to	UBERON:0006666	great cerebral vein
NCIT:C32698	Great Trochanter	owl:equivalentClass	equivalent to	UBERON:0002503	greater trochanter
NCIT:C12262	Greater Curvature of the Stomach	owl:equivalentClass	equivalent to	UBERON:0001164	greater curvature of stomach
NCIT:C32697	Greater Omentum	owl:equivalentClass	equivalent to	UBERON:0005448	greater omentum
NCIT:C32700	Greater Tuberosity	owl:equivalentClass	equivalent to	UBERON:0011187	ventral tubercle of humerus
NCIT:C82952	Gubernaculum Testis	owl:equivalentClass	equivalent to	UBERON:0008843	gubernaculum testis
NCIT:C12963	Gut Epithelium	owl:equivalentClass	equivalent to	UBERON:0003929	digestive tract epithelium
NCIT:C12936	Gut-Associated Lymphoid Tissue	owl:equivalentClass	equivalent to	UBERON:0001962	gut-associated lymphoid tissue
NCIT:C32705	Hair	owl:equivalentClass	equivalent to	UBERON:0001037	strand of hair
NCIT:C32706	Hair Bulb	owl:equivalentClass	equivalent to	UBERON:0005932	bulb of hair follicle
NCIT:C13317	Hair Follicle	owl:equivalentClass	equivalent to	UBERON:0002073	hair follicle
NCIT:C32708	Hair Follicle Infundibulum	owl:equivalentClass	equivalent to	UBERON:0005968	infundibulum of hair follicle
NCIT:C32709	Hair Follicle Isthmus	owl:equivalentClass	equivalent to	UBERON:0006005	hair follicle isthmus
NCIT:C32710	Hair Papilla	owl:equivalentClass	equivalent to	UBERON:0000412	dermal papilla
NCIT:C32711	Hair Root	owl:equivalentClass	equivalent to	UBERON:0000329	hair root
NCIT:C53042	Hamstring	owl:equivalentClass	equivalent to	UBERON:0002463	muscle of posterior compartment of hindlimb stylopod
NCIT:C32712	Hand	owl:equivalentClass	equivalent to	UBERON:0002398	manus
NCIT:C52834	Hand Digit 1	owl:equivalentClass	equivalent to	UBERON:0001463	manual digit 1
NCIT:C52777	Hand Digit 1 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003620	manual digit 1 phalanx
NCIT:C52835	Hand Digit 2	owl:equivalentClass	equivalent to	UBERON:0003622	manual digit 2
NCIT:C52776	Hand Digit 2 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003636	manual digit 2 phalanx
NCIT:C52836	Hand Digit 3	owl:equivalentClass	equivalent to	UBERON:0003623	manual digit 3
NCIT:C52775	Hand Digit 3 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003637	manual digit 3 phalanx
NCIT:C52837	Hand Digit 4	owl:equivalentClass	equivalent to	UBERON:0003624	manual digit 4
NCIT:C52774	Hand Digit 4 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003638	manual digit 4 phalanx
NCIT:C52838	Hand Digit 5	owl:equivalentClass	equivalent to	UBERON:0003625	manual digit 5
NCIT:C52773	Hand Digit 5 Phalanx	owl:equivalentClass	equivalent to	UBERON:0003639	manual digit 5 phalanx
NCIT:C52720	Hand Digit Skin	owl:equivalentClass	equivalent to	UBERON:0003533	manual digit skin
